,ID,ypred,
79,79,10.62132032,40999.71212
80,80,10.58633402,39590.08632
81,81,10.7146829,45011.9323
82,82,10.61855999,40886.69543
83,83,10.46192098,34958.64172
84,84,10.0993233,24326.54212
85,85,10.41276455,33281.7523
86,86,10.467527,35155.17117
87,87,10.3616333,31622.78882
88,88,10.4411248,34239.14292
89,89,11.06596735,63957.06958
90,90,9.983282947,21661.30888
91,91,10.07803354,23814.11007
92,92,10.38802472,32468.46933
93,93,10.22212184,27504.96576
94,94,10.39298349,32629.87273
95,95,10.76439643,47306.18967
96,96,10.55282485,38285.43619
97,97,10.11238406,24646.34913
98,98,10.73158448,45779.17082
99,99,10.14305286,25413.9334
100,100,10.37417133,32021.77228
101,101,10.89311177,53804.46699
102,102,9.948894627,20929.07516
103,103,10.4157791,33382.23341
104,104,10.53582581,37640.12108
105,105,10.0660917,23531.41703
106,106,10.54924845,38148.7569
107,107,10.49612773,36175.15105
108,108,10.73511053,45940.87553
109,109,10.12886956,25056.024
110,110,10.42770574,33782.75498
111,111,10.51409023,36830.81853
112,112,11.36515927,86263.27768
113,113,10.39717925,32767.06745
114,114,10.63655274,41629.0177
115,115,10.20535306,27047.58655
116,116,9.983899176,21674.66132
117,117,10.30945025,30014.9313
118,118,10.21123556,27207.16282
119,119,10.47525292,35427.82902
120,120,10.52481348,37227.88966
121,121,10.1177059,24777.86272
122,122,10.66414159,42793.50395
123,123,9.876306118,19463.69312
124,124,10.94880931,56886.27092
125,125,10.44660449,34427.27791
126,126,10.38093764,32239.17604
127,127,10.29613735,29617.99372
128,128,10.31778947,30266.27917
129,129,9.851727467,18991.13304
130,130,10.46612251,35105.83078
131,131,10.50427686,36471.1516
132,132,9.849445528,18947.84584
133,133,11.12498923,67845.56067
134,134,10.08863511,24067.91986
135,135,10.37745507,32127.09602
136,136,10.43144294,33909.24408
137,137,10.53320462,37541.58845
138,138,10.6171017,40827.11413
139,139,10.49533583,36146.51544
140,140,9.983302086,21661.72345
141,141,10.32984406,30633.33468
142,142,10.18090564,26394.36023
143,143,10.02680827,22624.94347
144,144,10.00391067,22112.77272
145,145,10.15222177,25648.02305
146,146,10.38133457,32251.97525
147,147,9.891865248,19768.89948
148,148,10.60849294,40477.15169
149,149,10.54627938,38035.65853
150,150,10.38494125,32368.50774
151,151,9.925908911,20453.49213
152,152,10.75099949,46676.65784
153,153,10.22537703,27594.64543
154,154,10.45885101,34851.48445
155,155,10.0509071,23176.80105
156,156,11.00158841,59969.32181
157,157,10.3042976,29860.67278
158,158,10.82427221,50225.20173
159,159,10.08455551,23969.9324
160,160,10.68451654,43674.36268
161,161,9.96146385,21193.79757
162,162,10.31086014,30057.2789
163,163,10.49287316,36057.60782
164,164,9.889993153,19731.92484
165,165,10.00518337,22140.93353
166,166,10.16299534,25925.83752
167,167,10.01496917,22358.66384
168,168,10.32661353,30534.53241
169,169,11.07892046,64790.90159
170,170,9.966319724,21296.96225
171,171,10.51297312,36789.69716
172,172,10.55572784,38396.74013
173,173,9.907221605,20074.82066
174,174,10.03061183,22711.16273
175,175,9.725493427,16738.9468
176,176,10.64495478,41980.25953
177,177,10.27046144,28867.20469
178,178,11.3615076,85948.84739
179,179,10.00864524,22217.71541
180,180,9.871599834,19372.30667
181,181,10.42757524,33778.34652
182,182,9.972839791,21436.27353
183,183,10.41148899,33239.32651
184,184,10.24157486,28045.25852
185,185,10.20933996,27155.63774
186,186,9.956147083,21081.41411
187,187,10.27225214,28918.94335
188,188,10.10642676,24499.96002
189,189,10.08073715,23878.58114
190,190,10.87124995,52640.96754
191,191,9.990415938,21816.37116
192,192,10.4499931,34544.1364
193,193,10.20543302,27049.74931
194,194,10.44380294,34330.96298
195,195,10.10898237,24562.65235
196,196,11.31500317,82043.36007
197,197,10.47789196,35521.44794
198,198,10.12207518,24886.36107
199,199,10.41594548,33387.78779
200,200,10.17208122,26162.46992
201,201,10.36547381,31744.46995
202,202,10.15883633,25818.23566
203,203,10.05184258,23198.49262
204,204,11.1447425,69199.05633
205,205,10.7300428,45708.64839
206,206,10.72951336,45684.45496
207,207,10.36381575,31691.87934
208,208,10.532579,37518.10897
209,209,10.41381803,33316.83256
210,210,10.41019771,33196.43313
211,211,10.25095458,28309.55287
212,212,10.14856272,25554.34716
213,213,10.28638408,29330.52556
214,214,10.82569289,50296.60645
215,215,10.82958761,50492.87986
216,216,9.884872332,19631.13944
217,217,10.35885224,31534.96607
218,218,10.26038285,28577.72496
219,219,11.7222638,123286.2045
220,220,10.11223107,24642.57877
221,221,10.58178156,39410.26367
222,222,10.0782205,23818.5626
223,223,10.20010789,26906.08878
224,224,10.73532994,45950.95644
225,225,10.81838686,49930.477
226,226,10.36680721,31786.82597
227,227,10.85432156,51757.34132
228,228,11.43079683,92115.34598
229,229,11.2059277,73565.22433
230,230,11.2059277,73565.22433
231,231,10.28107347,29175.17529
232,232,10.77579691,47848.589
233,233,10.13706306,25262.164
234,234,10.52244324,37139.75492
235,235,9.961812556,21201.18926
236,236,10.6860556,43741.63188
237,237,10.3646116,31717.11109
238,238,9.725172348,16733.57313
239,239,10.91259558,54863.06203
240,240,10.93528408,56122.05076
241,241,10.09885246,24315.09093
242,242,10.67581903,43296.15142
243,243,10.9932471,59471.17989
244,244,10.1211757,24863.9863
245,245,9.996700959,21953.91932
246,246,9.896722568,19865.15692
247,247,10.85111328,51591.55547
248,248,10.55694851,38443.63837
249,249,10.19929418,26884.20387
250,250,10.47809749,35528.74926
251,251,10.57462959,39129.40807
252,252,10.69960115,44338.16743
253,253,9.726064086,16748.50176
254,254,10.34889777,31222.60944
255,255,9.977261266,21531.26332
256,256,9.977261266,21531.26332
257,257,10.01525629,22365.08447
258,258,10.53077429,37450.46081
259,259,9.735321041,16904.2617
260,260,10.72301957,45388.75047
261,261,10.05324386,23231.0229
262,262,10.69838713,44284.37251
263,263,10.28544286,29302.9321
264,264,9.907254896,20075.48897
265,265,10.26341788,28664.59104
266,266,10.50057011,36336.21246
267,267,10.68697325,43781.78972
268,268,10.31548724,30196.67924
269,269,10.54415729,37955.02884
270,270,10.47738489,35503.44066
271,271,10.66877237,42992.13075
272,272,10.06404586,23483.32476
273,273,10.41320673,33296.47225
274,274,10.49984495,36309.87234
275,275,10.19749683,26835.92707
276,276,10.11525199,24717.13455
277,277,10.6403933,41789.20362
278,278,10.77374796,47750.6501
279,279,10.56883894,38903.47834
280,280,9.972241724,21423.45703
281,281,10.47597359,35453.37006
282,282,10.51195126,36752.12242
283,283,10.36160377,31621.8548
284,284,11.08823275,65397.07078
285,285,10.39558463,32714.85821
286,286,10.58432344,39510.56729
287,287,10.47292214,35345.3508
288,288,10.46481616,35060.00016
289,289,10.09280757,24168.55213
290,290,10.3196257,30321.90588
291,291,10.57225898,39036.75746
292,292,10.17869294,26336.02211
293,293,10.72285858,45381.44389
294,294,10.62835134,41288.99763
295,295,10.70373916,44522.01906
296,296,10.90309195,54344.13347
297,297,10.48915648,35923.84218
298,298,10.49684103,36200.96422
299,299,10.54871873,38128.55394
300,300,10.09931401,24326.31614
301,301,10.45324425,34656.62711
302,302,10.29082315,29461.01526
303,303,9.978431149,21556.46712
304,304,10.43363401,33983.62298
305,305,9.819148603,18382.39336
306,306,10.22006283,27448.39089
307,307,10.93870539,56314.39082
308,308,10.00613297,22161.96854
309,309,9.415145465,12272.85835
310,310,10.77253098,47692.57371
311,311,10.49745214,36223.09375
312,312,10.30417638,29857.05329
313,313,10.57513107,39149.03582
314,314,11.34373464,84434.77692
315,315,10.43416138,34001.54967
316,316,10.31249619,30106.49436
317,317,10.3855988,32389.79882
318,318,10.45154519,34597.79354
319,319,10.19893452,26874.53662
320,320,10.55422688,38339.15127
321,321,10.46784611,35166.39124
322,322,10.19486341,26765.34977
323,323,10.82894608,50460.4972
324,324,9.986037753,21721.06385
325,325,10.65833808,42545.87036
326,326,10.64078858,41805.7254
327,327,10.93693527,56214.7957
328,328,10.46525219,35075.29075
329,329,10.46217223,34967.42619
330,330,9.887150932,19675.92198
331,331,9.984998338,21698.49838
332,332,10.5702957,38960.19262
333,333,9.786382112,17789.82799
334,334,9.946396051,20876.84755
335,335,10.50905332,36645.77114
336,336,10.47424269,35392.05694
337,337,10.5149281,36861.69095
338,338,10.73936073,46136.54894
339,339,11.36250452,86034.57389
340,340,10.48284496,35697.8222
341,341,10.45174056,34604.55363
342,342,10.83396711,50714.49812
343,343,10.74334478,46320.72557
344,344,9.901842138,19967.11877
345,345,10.82248788,50135.66351
346,346,10.28197199,29201.40169
347,347,9.905709883,20044.49603
348,348,10.52431145,37209.20463
349,349,10.12920667,25064.47223
350,350,10.26549962,28724.32548
351,351,10.1341409,25188.45171
352,352,11.01152108,60567.94566
353,353,11.16718832,70769.84848
354,354,11.11329726,67056.93157
355,355,10.13564941,25226.47728
356,356,10.65630284,42459.36751
357,357,10.46459491,35052.24404
358,358,9.967061167,21312.75858
359,359,10.78767144,48420.15564
360,360,10.32190594,30391.12617
361,361,10.64014403,41778.78837
362,362,10.7676184,47458.85502
363,363,10.126463,24995.79784
364,364,10.21179495,27222.38646
365,365,10.63696969,41646.37847
366,366,10.56504007,38755.96925
367,367,10.39394373,32661.22033
368,368,10.14212274,25390.30639
369,369,9.991338148,21836.49972
370,370,10.56419991,38723.42194
371,371,10.4621401,34966.30282
372,372,10.40545563,33039.38549
373,373,10.83124276,50576.52248
374,374,10.52674875,37300.00534
375,375,10.16649865,26016.82305
376,376,10.54163374,37859.36847
377,377,10.49101891,35990.81014
378,378,10.20857267,27134.80974
379,379,10.08947715,24088.19451
380,380,10.2437262,28105.65829
381,381,10.3778718,32140.48727
382,382,11.0018899,59987.40468
383,383,10.27495817,28997.30492
384,384,10.84100596,51072.72918
385,385,10.47523118,35427.05893
386,386,10.34657957,31150.31287
387,387,9.919257917,20317.90745
388,388,10.70673579,44655.63531
389,389,10.67289758,43169.84841
390,390,9.878547819,19507.37384
391,391,9.977736675,21541.50191
392,392,10.66882845,42994.54156
393,393,9.979371945,21576.7569
394,394,10.39868238,32816.35761
395,395,10.37161644,31940.06459
396,396,11.4234507,91441.13388
397,397,10.32272367,30415.98808
398,398,10.74185442,46251.7426
399,399,10.00726965,22187.17394
400,400,9.804902642,18122.37501
401,401,10.93171085,55921.87175
402,402,10.04803905,23110.42391
403,403,10.44178539,34261.7686
404,404,10.66982057,43037.2188
405,405,9.881072098,19556.6781
406,406,10.23083698,27745.72285
407,407,11.71834139,122803.5729
408,408,10.09087049,24121.78098
409,409,10.53029327,37432.45065
410,410,10.19736357,26832.35105
411,411,11.20309143,73356.869
412,412,10.78018396,48058.96432
413,413,10.38391382,32335.26844
414,414,10.15881249,25817.62011
415,415,10.51871822,37001.66592
416,416,11.30801881,81472.33633
417,417,10.57614336,39188.68581
418,418,9.949888592,20949.88827
419,419,10.71751014,45139.37187
420,420,11.24548373,76533.4918
421,421,10.03708294,22858.60558
422,422,10.53173947,37486.62475
423,423,9.940997985,20764.45657
424,424,10.07871702,23830.39208
425,425,10.68223742,43574.93679
426,426,10.86353089,52236.19346
427,427,10.32329602,30433.40149
428,428,10.33840772,30896.79462
429,429,9.951287691,20979.21974
430,430,10.65338326,42335.5847
431,431,10.27427227,28977.42241
432,432,9.906488764,20060.11438
433,433,10.90014534,54184.23813
434,434,10.50754367,36590.49065
435,435,10.8584098,51969.3705
436,436,10.03060773,22711.0696
437,437,10.01090122,22267.89466
438,438,9.87877693,19511.84372
439,439,11.06806829,64091.5808
440,440,10.65301429,42319.96708
441,441,9.656633615,15625.09594
442,442,10.53010738,37425.49295
443,443,10.49757408,36227.51077
444,444,10.06014989,23392.01233
445,445,10.82278361,50150.49214
446,446,11.1235139,67745.53924
447,447,10.16775668,26049.57354
448,448,10.18690619,26553.217
449,449,10.12094502,24858.25127
450,450,10.31123639,30068.59015
451,451,10.26657221,28755.15141
452,452,10.69406992,44093.59971
453,453,10.49292958,36059.64227
454,454,10.25450197,28410.15611
455,455,9.804459721,18114.35
456,456,10.37056232,31906.41354
457,457,10.22392873,27554.7091
458,458,10.52544053,37251.24071
459,459,10.35463909,31402.38401
460,460,10.72639173,45542.06735
461,461,10.42661746,33746.00979
462,462,9.935263283,20645.71938
463,463,10.5085079,36625.78955
464,464,10.39372924,32654.21567
465,465,10.43753453,34116.43554
466,466,10.00465433,22129.22323
467,467,10.0504199,23165.51203
468,468,10.02551001,22595.58957
469,469,9.883788484,19609.87381
470,470,10.26883171,28820.1971
471,471,10.77787745,47948.24338
472,472,10.34393318,31067.98599
473,473,9.427743171,12428.44618
474,474,10.57785028,39255.63512
475,475,10.22567769,27602.9433
476,476,11.02145378,61172.54618
477,477,10.53234587,37509.3634
478,478,10.36986715,31884.24091
479,479,9.724947017,16729.80297
480,480,10.13621873,25240.84329
481,481,9.970684822,21390.12877
482,482,10.80954807,49491.09694
483,483,10.23598789,27889.0073
484,484,10.78969148,48518.06502
485,485,10.5708928,38983.46246
486,486,10.15614428,25748.82519
487,487,9.91372152,20205.73028
488,488,10.58004211,39341.77115
489,489,9.893156952,19794.45153
490,490,10.08153575,23897.6583
491,491,9.966023283,21290.64988
492,492,10.33146181,30682.93189
493,493,10.13470924,25202.77137
494,494,11.04761679,62794.12485
495,495,10.22638338,27622.42937
496,496,10.56599514,38793.00154
497,497,10.36195211,31632.87203
498,498,10.28136421,29183.65901
499,499,10.06678319,23547.69442
500,500,10.42247229,33606.41646
501,501,10.54651564,38044.64587
502,502,10.90660502,54535.38416
503,503,10.60391669,40292.34148
504,504,10.93026424,55841.03322
505,505,10.26993747,28852.08296
506,506,10.46808843,35174.91391
507,507,10.45773008,34812.44015
508,508,11.01194409,60593.57169
509,509,9.847087808,18903.22474
510,510,10.46033001,34903.06775
511,511,10.29303654,29526.29605
512,512,10.49690684,36203.34655
513,513,10.06941626,23609.77873
514,514,10.16972032,26100.77583
515,515,10.26302353,28653.28944
516,516,10.42874443,33817.86282
517,517,10.44024997,34209.20278
518,518,10.2712522,28890.04049
519,519,10.75644957,46931.74381
520,520,9.940387254,20751.77894
521,521,9.996482444,21949.12258
522,522,9.940755315,20759.41827
523,523,10.49446329,36114.98986
524,524,10.21144128,27212.76058
525,525,9.83249606,18629.39634
526,526,9.92291384,20392.32411
527,527,10.40727717,33099.62283
528,528,10.96104584,57586.63777
529,529,9.985260084,21704.17862
530,530,10.32602046,30516.4287
531,531,10.21983978,27442.26942
532,532,9.910472993,20140.19791
533,533,10.69122604,43968.38074
534,534,9.872353729,19386.91687
535,535,10.53231662,37508.26613
536,536,10.00130913,22055.32018
537,537,10.49072796,35980.34023
538,538,10.62609971,41196.13444
539,539,10.62609971,41196.13444
540,540,9.820888143,18414.39811
541,541,9.926598698,20467.60555
542,542,10.55432358,38342.85889
543,543,10.04271949,22987.81322
544,544,10.13565618,25226.64814
545,545,10.19288646,26712.48827
546,546,10.07688581,23786.79341
547,547,11.19776625,72967.26868
548,548,10.86628133,52380.06372
549,549,10.23305449,27807.31777
550,550,10.25107238,28312.88775
551,551,10.61906864,40907.49757
552,552,10.40788859,33119.86692
553,553,11.02683098,61502.36919
554,554,9.95022289,20956.89294
555,555,10.3818496,32268.59024
556,556,10.40754282,33108.41716
557,557,10.33403034,30761.84317
558,558,10.65205044,42279.1966
559,559,10.37141145,31933.5177
560,560,10.71782908,45153.77108
561,561,10.2921413,29499.87484
562,562,10.74418051,46359.45366
563,563,10.27205245,28913.16915
564,564,10.54870032,38127.85207
565,565,10.56476841,38745.44234
566,566,9.896593881,19862.60071
567,567,10.86335507,52227.0099
568,568,11.0791034,64802.7551
569,569,10.50095894,36350.34377
570,570,10.31621345,30218.6164
571,571,9.944409801,20835.42206
572,572,10.20784373,27115.03722
573,573,10.57954019,39322.02966
574,574,9.89888508,19908.16205
575,575,10.67931915,43447.9587
576,576,10.47828977,35535.58157
577,577,10.3037963,29845.70728
578,578,10.16384686,25947.92332
579,579,10.61000782,40538.5164
580,580,10.23988118,27997.79915
581,581,10.57858744,39284.5833
582,582,10.25523933,28431.11245
583,583,10.56859395,38893.9483
584,584,10.05862938,23356.47165
585,585,10.41748803,33439.33012
586,586,10.54078701,37827.32509
587,587,10.64557426,42006.2735
588,588,10.11374122,24679.82079
589,589,9.913774559,20206.80199
590,590,10.18757268,26570.92031
591,591,10.74451772,46375.08904
592,592,11.15008056,69569.4323
593,593,9.967800633,21328.52446
594,594,9.931631802,20570.88081
595,595,10.45265298,34636.14207
596,596,10.69968535,44341.90097
597,597,10.65302489,42320.41578
598,598,10.61489721,40737.21022
599,599,10.7983233,48938.67705
600,600,10.407586,33109.84658
601,601,10.09978688,24337.822
602,602,10.47185892,35307.79088
603,603,10.35661735,31464.56737
604,604,10.10996434,24586.78393
605,605,10.28347674,29245.37569
606,606,10.35901921,31540.23169
607,607,10.06826125,23582.52495
608,608,10.61940107,40921.09875
609,609,10.04324129,22999.81129
610,610,10.13642705,25246.10216
611,611,9.940636235,20756.94638
612,612,9.69951757,16309.73699
613,613,9.562916608,14227.28115
614,614,10.58339033,39473.71654
615,615,9.961412214,21192.70323
616,616,10.35418753,31388.20706
617,617,10.45833962,34833.66626
618,618,10.26530373,28718.69917
619,619,10.1162513,24741.84702
620,620,10.54129261,37846.4555
621,621,9.640368514,15373.00786
622,622,9.909491977,20120.44974
623,623,10.4794249,35575.94186
624,624,10.34677912,31156.52944
625,625,10.21299687,27255.12546
626,626,10.60933223,40511.13804
627,627,10.33651444,30838.3536
628,628,10.63032751,41370.67242
629,629,10.85591273,51839.76152
630,630,10.34828358,31203.43862
631,631,9.935256954,20645.58872
632,632,10.40783215,33117.99758
633,633,9.960380338,21170.84627
634,634,10.30656044,29928.31924
635,635,10.60085532,40169.1804
636,636,10.41380184,33316.29325
637,637,9.940350639,20751.01913
638,638,9.648197551,15493.83607
639,639,10.37729294,32121.88794
640,640,10.82887573,50456.94788
641,641,10.02051044,22482.90323
642,642,9.927400837,20484.02999
643,643,10.11008184,24589.67319
644,644,10.38554707,32388.12332
645,645,10.39414707,32667.8624
646,646,10.13654322,25249.03517
647,647,10.37455882,32034.18263
648,648,10.72315822,45395.04425
649,649,10.9158002,55039.15923
650,650,10.80243617,49140.36968
651,651,10.00188828,22068.09725
652,652,10.47444256,35399.13145
653,653,9.936497024,20671.20657
654,654,10.03496399,22810.2207
655,655,10.28740315,29360.43076
656,656,10.11814137,24788.65511
657,657,10.57262054,39050.8741
658,658,10.85072747,51571.65461
659,659,10.50221429,36396.0048
660,660,10.61941482,40921.66129
661,661,10.18977044,26629.38117
662,662,10.4182679,33465.41842
663,663,10.66270298,42731.98509
664,664,10.14343264,25423.58685
665,665,9.980191892,21594.45595
666,666,10.06475843,23500.06418
667,667,10.62533622,41164.69392
668,668,9.887555374,19683.88134
669,669,10.68104291,43522.91735
670,670,11.02250557,61236.92119
671,671,10.20918883,27151.53422
672,672,10.09091273,24122.80002
673,673,9.917859007,20289.50441
674,674,10.05346711,23236.20989
675,675,10.43735652,34110.36324
676,676,10.57096265,38986.18577
677,677,9.884079863,19615.58854
678,678,10.27544564,29011.44372
679,679,10.22064682,27464.42529
680,680,10.496519,36189.30812
681,681,10.17316482,26190.83492
682,682,10.02932573,22681.97265
683,683,10.12573405,24977.5836
684,684,10.01574186,22375.94681
685,685,10.33191027,30696.69489
686,686,10.09133499,24132.98826
687,687,10.62461955,41135.20274
688,688,10.67463513,43244.9237
689,689,10.05039609,23164.96054
690,690,10.52905158,37386.00011
691,691,10.1396897,25328.60592
692,692,10.48036711,35609.47759
693,693,9.689446341,16146.30228
694,694,9.874482675,19428.23452
695,695,10.61884209,40898.2312
696,696,11.12518374,67858.75845
697,697,10.30758898,29959.11745
698,698,10.24626564,28177.12161
699,699,10.5873501,39630.33338
700,700,10.20774847,27112.45428
701,701,10.60811254,40461.75712
702,702,10.85525813,51805.83849
703,703,9.906205929,20054.44149
704,704,10.73032558,45721.57555
705,705,10.06723601,23558.35958
706,706,10.77337649,47732.91567
707,707,10.12896745,25058.47692
708,708,10.6562882,42458.74601
709,709,10.80687425,49358.94316
710,710,10.73938091,46137.47997
711,711,10.5173531,36951.18867
712,712,10.26292319,28650.41439
713,713,10.67550001,43282.3415
714,714,10.2830068,29231.63524
715,715,10.47695633,35488.22851
716,716,9.804821356,18120.90196
717,717,10.57924347,39310.36387
718,718,10.48649386,35828.31799
719,719,10.4816065,35653.63926
720,720,10.35415219,31387.09785
721,721,10.28539491,29301.527
722,722,9.90816908,20093.85006
723,723,10.14538182,25473.1904
724,724,10.29640485,29625.91752
725,725,10.39487458,32691.63708
726,726,10.28513393,29293.88096
727,727,10.31626344,30220.12709
728,728,10.03484185,22807.43485
729,729,10.19266993,26706.70479
730,730,10.50825587,36616.55961
731,731,10.74019762,46175.1762
732,732,10.94811812,56846.96533
733,733,9.863575611,19217.48097
734,734,9.952825049,21011.49713
735,735,9.782326256,17717.82113
736,736,10.48067157,35620.32104
737,737,10.06034783,23396.64302
738,738,9.903403659,19998.3222
739,739,10.56440864,38731.5054
740,740,9.788232734,17822.78073
741,741,10.61973814,40934.89419
742,742,10.27309627,28943.3651
743,743,10.24326952,28092.82611
744,744,10.57640685,39199.01313
745,745,10.47336788,35361.10894
746,746,10.4203674,33535.75291
747,747,10.04981755,23151.56247
748,748,10.44187527,34264.84804
749,749,10.60913091,40502.98319
750,750,10.038683,22895.21011
751,751,10.09946458,24329.97927
752,752,11.00531294,60193.0958
753,753,9.898313902,19896.7942
754,754,10.40117301,32898.193
755,755,10.44916194,34515.43666
756,756,10.1818876,26420.29112
757,757,10.0195583,22461.50645
758,758,10.25011711,28285.85439
759,759,9.901804703,19966.37131
760,760,10.53691684,37681.20996
761,761,10.51284012,36784.80451
762,762,11.10066588,66215.23688
763,763,10.51460619,36849.8265
764,764,9.757222543,17278.57447
765,765,11.22624483,75075.14579
766,766,10.26635484,28748.90172
767,767,10.3135151,30137.18581
768,768,10.09295748,24172.17544
769,769,10.42154399,33575.234
770,770,10.71608336,45075.0141
771,771,10.44718311,34447.2039
772,772,10.73212357,45803.85644
773,773,10.17520853,26244.41628
774,774,10.30917945,30006.80442
775,775,10.45542279,34732.21058
776,776,10.80592546,49312.13406
777,777,10.60635839,40390.84359
778,778,10.91039954,54742.7131
779,779,10.38821522,32474.65516
780,780,10.72950505,45684.0749
781,781,10.35172445,31310.99058
782,782,9.992567162,21863.35358
783,783,10.7704396,47592.93498
784,784,10.89765678,54049.56503
785,785,10.11492843,24709.13834
786,786,10.55516289,38375.05384
787,787,9.660798892,15690.31453
788,788,10.23497833,27860.86592
789,789,10.12166589,24876.17732
790,790,10.26041044,28578.51352
791,791,10.49286918,36057.46442
792,792,10.41278964,33282.58733
793,793,11.00600458,60234.74216
794,794,10.79027963,48546.60905
795,795,10.48396692,35737.89594
796,796,10.43124118,33902.403
797,797,10.35014086,31261.44602
798,798,10.41659575,33409.50606
799,799,10.30759693,29959.35563
800,800,10.1016337,24382.81112
801,801,10.84023751,51033.49755
802,802,10.42975434,33852.03303
803,803,10.64413505,41945.8615
804,804,10.46494203,35064.4134
805,805,10.35355199,31368.26488
806,806,10.35355199,31368.26488
807,807,10.15359241,25683.20115
808,808,10.4002238,32866.98054
809,809,10.33199407,30699.26747
810,810,10.98007231,58692.79808
811,811,10.30889256,29998.19705
812,812,10.56850188,38890.36748
813,813,10.44274936,34294.81189
814,814,10.34265484,31028.29588
815,815,9.609778271,14909.86377
816,816,10.31865597,30292.5162
817,817,10.27862239,29103.75232
818,818,11.08100432,64926.05741
819,819,10.58439393,39513.35257
820,820,10.65871433,42561.88142
821,821,10.34776413,31187.2341
822,822,10.68796344,43825.16357
823,823,10.04164553,22963.13836
824,824,10.2837627,29253.73974
825,825,10.0072866,22187.5501
826,826,9.989695857,21800.66728
827,827,10.36402579,31698.53657
828,828,10.52380331,37190.30209
829,829,10.122127,24887.65057
830,830,10.5299797,37420.71484
831,831,10.39397411,32662.21258
832,832,9.791618928,17883.23442
833,833,9.963623458,21239.61732
834,834,10.92119876,55337.09529
835,835,10.82934157,50480.45812
836,836,10.49521278,36142.06771
837,837,10.19480022,26763.65838
838,838,9.997775883,21977.5308
839,839,10.19403854,26743.28086
840,840,10.19403854,26743.28086
841,841,10.50292414,36421.84977
842,842,10.61465328,40727.27458
843,843,10.10246505,24403.09012
844,844,10.12482564,24954.90404
845,845,10.7811419,48105.02382
846,846,10.44555411,34391.13499
847,847,9.436857127,12542.23624
848,848,9.650347705,15527.18605
849,849,11.04512778,62638.02378
850,850,10.73657163,46008.04852
851,851,10.20342021,26995.35803
852,852,10.33763753,30873.00735
853,853,10.83470072,50751.71674
854,854,9.961674938,21198.27179
855,855,10.22297973,27528.5721
856,856,10.40612394,33061.47344
857,857,10.6131268,40665.1525
858,858,10.66247765,42722.35738
859,859,8.951764855,7721.507183
860,860,10.48526107,35784.17624
861,861,11.45308077,94191.08048
862,862,10.70804772,44714.25871
863,863,10.3340365,30762.0325
864,864,10.40017253,32865.29527
865,865,10.14378726,25432.60417
866,866,10.11421191,24691.4402
867,867,10.72393164,45430.16705
868,868,10.90810367,54617.17482
869,869,10.58426931,39508.42866
870,870,10.27788492,29082.29713
871,871,10.10211128,24394.45852
872,872,10.86890656,52517.75404
873,873,10.50347632,36441.96664
874,874,10.4001334,32864.00939
875,875,10.45910268,34860.25675
